,Date,Min_Temp,Max_Temp
4103,14/07/06,60,430
4019,13/07/06,60,440
4676,12/07/06,39,425
7092,11/07/06,19,435
7245,10/07/06,9,440
7036,09/07/06,24,433
7493,08/07/06,3,435
8120,07/07/06,32,435
7585,06/07/06,39,449
8008,05/07/06,56,465
4916,04/07/06,49,460
3811,03/07/06,13,448
6717,02/07/06,30,445
5316,01/07/06,29,425
5757,30/06/06,35,425
5258,29/06/06,29,430
6414,28/06/06,6,434
6257,27/06/06,10,434
4339,26/06/06,-13,434
4932,25/06/06,3,457
4670,24/06/06,-16,490
7742,23/06/06,-21,485
7372,22/06/06,-2,465
6743,21/06/06,-18,427
7725,20/06/06,-15,426
234,19/06/06,-31,427
47,18/06/06,21,434
320,17/06/06,16,434
2803,16/06/06,5,465
2396,15/06/06,-4,460
2514,14/06/06,-5,440
3666,13/06/06,1,450
2994,12/06/06,-2,465
1113,11/06/06,21,459
1326,10/06/06,17,475
730,09/06/06,9,474
1878,08/06/06,25,455
1566,07/06/06,27,433
1531,06/06/06,13,442
1547,05/06/06,13,415
2131,04/06/06,9,414
963,03/06/06,16,432
879,02/06/06,22,437
1243,01/06/06,15,457
3086,31/05/06,-31,460
2521,30/05/06,-7,494
2299,29/05/06,-8,496
2715,28/05/06,-51,485
156,27/05/06,-10,472
321,26/05/06,-55,465
7073,25/05/06,-68,470
7403,24/05/06,-61,475
7083,23/05/06,-53,455
5050,22/05/06,-62,475
3937,21/05/06,-102,462
4191,20/05/06,-77,455
6154,19/05/06,-1,461
5953,18/05/06,-71,443
5682,17/05/06,-57,446
6025,16/05/06,-95,452
3879,15/05/06,-81,458
4560,14/05/06,-106,472
6863,13/05/06,-93,475
8077,12/05/06,-71,475
6766,11/05/06,-40,467
6861,10/05/06,-59,485
4744,09/05/06,-45,485
5137,08/05/06,-32,475
4118,07/05/06,-61,476
4176,06/05/06,-67,478
6440,05/05/06,-68,480
5537,04/05/06,-45,470
5659,03/05/06,-57,465
5434,02/05/06,-46,455
5616,01/05/06,-86,445
6404,30/04/06,-95,448
6041,29/04/06,-106,450
4174,28/04/06,-108,451
3932,27/04/06,-99,445
5010,26/04/06,-90,428
4616,25/04/06,-97,445
4774,24/04/06,-148,428
6834,23/04/06,-114,435
7391,22/04/06,-98,420
6875,21/04/06,-86,405
6833,20/04/06,-74,430
596,19/04/06,-75,397
439,18/04/06,-124,405
186,17/04/06,-120,403
350,16/04/06,-155,416
587,15/04/06,-150,421
2831,14/04/06,-117,407
2855,13/04/06,-117,420
2304,12/04/06,-117,414
3462,11/04/06,-83,430
3721,10/04/06,-52,428
3139,09/04/06,-161,428
3234,08/04/06,-149,440
1118,07/04/06,-166,465
1293,06/04/06,-185,417
751,05/04/06,-163,406
908,04/04/06,-153,420
2151,03/04/06,-98,415
2114,02/04/06,-116,405
1480,01/04/06,-134,400
1716,31/03/06,-153,390
1496,30/03/06,-143,410
2144,29/03/06,-129,385
1865,28/03/06,-137,380
944,27/03/06,-139,383
790,26/03/06,-128,398
1308,25/03/06,-185,402
1195,24/03/06,-149,384
2992,23/03/06,-193,385
3685,22/03/06,-170,378
2516,21/03/06,-151,375
2547,20/03/06,-181,373
2893,19/03/06,-186,375
2625,18/03/06,-192,366
432,17/03/06,-179,350
181,16/03/06,-147,340
327,15/03/06,-198,340
598,14/03/06,-235,333
7557,13/03/06,-241,335
6872,12/03/06,-156,355
6735,11/03/06,-111,345
7886,10/03/06,-181,343
4521,09/03/06,-210,345
4926,08/03/06,-175,366
3857,07/03/06,-198,366
4317,06/03/06,-170,359
6561,05/03/06,-185,368
5619,04/03/06,-172,355
5344,03/03/06,-156,370
5672,02/03/06,-241,365
5396,01/03/06,-182,360
6256,28/02/06,-181,364
4154,27/02/06,-162,375
4038,26/02/06,-158,378
4580,25/02/06,-172,380
7134,24/02/06,-160,384
7990,23/02/06,-175,374
8081,22/02/06,-167,378
6881,21/02/06,-146,379
4607,20/02/06,-159,375
3784,19/02/06,-195,368
6676,18/02/06,-219,358
5692,17/02/06,-231,350
5319,16/02/06,-215,350
4207,15/02/06,-169,365
3976,14/02/06,-146,349
4778,13/02/06,-179,355
6793,12/02/06,-119,356
6891,11/02/06,-222,355
414,10/02/06,-191,345
92,09/02/06,-172,355
2623,08/02/06,-162,325
2275,07/02/06,-209,328
3410,06/02/06,-190,334
3004,05/02/06,-241,346
1264,04/02/06,-191,309
734,03/02/06,-190,346
1874,02/02/06,-185,349
1558,01/02/06,-180,340
1740,31/01/06,-196,336
1580,30/01/06,-197,332
1864,29/01/06,-155,315
778,28/01/06,-177,330
1277,27/01/06,-226,306
3180,26/01/06,-250,295
3018,25/01/06,-236,290
3423,24/01/06,-269,270
2462,23/01/06,-235,304
2422,22/01/06,-253,290
2717,21/01/06,-216,322
447,20/01/06,-225,319
86,19/01/06,-215,321
718,18/01/06,-158,325
8004,17/01/06,-177,322
7556,16/01/06,-167,334
4715,15/01/06,-224,346
5104,14/01/06,-250,311
3786,13/01/06,-210,302
4173,12/01/06,-242,314
6588,11/01/06,-190,320
5317,10/01/06,-236,296
5371,09/01/06,-267,296
5395,08/01/06,-260,296
6128,07/01/06,-266,283
3822,06/01/06,-276,280
4665,05/01/06,-206,278
7565,04/01/06,-166,293
6740,03/01/06,-159,295
7171,02/01/06,-168,295
7428,01/01/06,-189,294
7421,31/12/05,-249,298
7728,30/12/05,-241,290
4585,29/12/05,-199,295
4050,28/12/05,-230,295
3825,27/12/05,-239,297
4183,26/12/05,-271,287
6360,25/12/05,-235,268
5477,24/12/05,-232,267
5853,23/12/05,-227,278
5661,22/12/05,-231,277
5290,21/12/05,-247,280
6510,20/12/05,-253,279
6107,19/12/05,-226,290
6010,18/12/05,-227,276
4233,17/12/05,-243,288
3810,16/12/05,-234,323
3970,15/12/05,-251,284
5161,14/12/05,-264,290
4791,13/12/05,-246,299
7861,12/12/05,-268,293
6795,11/12/05,-246,295
7210,10/12/05,-249,315
7978,09/12/05,-194,332
7413,08/12/05,-221,330
7890,07/12/05,-247,322
140,06/12/05,-245,320
416,05/12/05,-251,314
339,04/12/05,-256,313
108,03/12/05,-232,306
195,02/12/05,-219,306
2692,01/12/05,-211,314
2369,30/11/05,-219,317
2246,29/11/05,-215,317
2502,28/11/05,-187,320
3441,27/11/05,-178,330
3628,26/11/05,-223,331
3010,25/11/05,-213,340
3181,24/11/05,-193,340
1119,23/11/05,-200,340
1374,22/11/05,-198,345
876,21/11/05,-194,339
782,20/11/05,-199,350
959,19/11/05,-232,344
1938,18/11/05,-172,364
2060,17/11/05,-156,350
1512,16/11/05,-164,350
1682,15/11/05,-173,355
1673,14/11/05,-149,355
1539,13/11/05,-175,334
2061,12/11/05,-161,335
1879,11/11/05,-142,344
1971,10/11/05,-148,350
998,09/11/05,-163,350
723,08/11/05,-153,350
1424,07/11/05,-155,334
1124,06/11/05,-171,350
3185,05/11/05,-138,360
3072,04/11/05,-145,350
3119,03/11/05,-146,355
3694,02/11/05,-134,349
3415,01/11/05,-135,360
2452,31/10/05,-135,375
2269,30/10/05,-124,390
2809,29/10/05,-133,370
2660,28/10/05,-120,385
105,27/10/05,-128,380
331,26/10/05,-104,390
312,25/10/05,-139,385
89,24/10/05,-169,395
266,23/10/05,-121,390
8011,22/10/05,-117,380
6799,21/10/05,-93,380
7719,20/10/05,-104,384
7348,19/10/05,-104,380
6741,18/10/05,-62,392
8216,17/10/05,-65,388
7934,16/10/05,-76,400
4537,15/10/05,-107,387
5047,14/10/05,-91,390
4966,13/10/05,-67,382
3781,12/10/05,-81,370
4360,11/10/05,-40,389
4272,10/10/05,-36,389
6064,09/10/05,-56,400
6410,08/10/05,-61,381
5559,07/10/05,-56,391
5275,06/10/05,-57,393
5628,05/10/05,-17,384
5790,04/10/05,-38,379
5406,03/10/05,-53,380
6350,02/10/05,-47,388
6005,01/10/05,-21,385
3788,30/09/05,-17,385
4058,29/09/05,-16,381
4651,28/09/05,2,381
7785,27/09/05,7,390
7425,26/09/05,14,390
7169,25/09/05,2,400
6808,24/09/05,5,393
6904,23/09/05,0,400
7532,22/09/05,2,415
4550,21/09/05,-11,425
3847,20/09/05,-15,405
6266,19/09/05,22,395
5546,18/09/05,7,395
5708,17/09/05,-1,400
5662,16/09/05,-28,383
6516,15/09/05,2,365
6048,14/09/05,35,380
3779,13/09/05,6,385
4936,12/09/05,-31,420
4782,11/09/05,-3,410
4746,10/09/05,-10,375
6943,09/09/05,-29,379
7081,08/09/05,-55,416
7791,07/09/05,-37,436
53,06/09/05,-22,436
249,05/09/05,-17,434
535,04/09/05,-7,437
2821,03/09/05,18,417
2244,02/09/05,17,421
3468,01/09/05,14,421
3076,31/08/05,6,406
3183,30/08/05,43,398
1382,29/08/05,27,398
818,28/08/05,-4,407
905,27/08/05,9,405
2094,26/08/05,39,405
1753,25/08/05,39,410
1652,24/08/05,15,410
2104,23/08/05,18,414
974,22/08/05,15,420
848,21/08/05,12,420
1211,20/08/05,37,413
3163,19/08/05,40,417
2457,18/08/05,61,416
2265,17/08/05,21,413
26,16/08/05,9,400
264,15/08/05,42,408
171,14/08/05,64,410
7332,13/08/05,56,418
6761,12/08/05,42,402
4841,11/08/05,30,370
4947,10/08/05,49,402
4442,09/08/05,52,380
6286,08/08/05,52,374
5993,07/08/05,26,415
5352,06/08/05,31,405
5446,05/08/05,6,428
3960,04/08/05,66,427
4823,03/08/05,32,417
6800,02/08/05,27,415
7670,01/08/05,66,412
7317,31/07/05,50,420
7087,30/07/05,62,415
7851,29/07/05,66,405
4611,28/07/05,71,405
4059,27/07/05,65,430
4307,26/07/05,70,430
6002,25/07/05,53,426
5808,24/07/05,42,435
5711,23/07/05,14,417
5265,22/07/05,34,403
5527,21/07/05,8,406
6594,20/07/05,6,408
6305,19/07/05,24,395
4372,18/07/05,65,395
3957,17/07/05,40,420
4909,16/07/05,48,404
4573,15/07/05,20,407
7713,14/07/05,35,429
6929,13/07/05,39,402
7605,12/07/05,-11,412
6836,11/07/05,-11,410
7050,10/07/05,1,435
360,09/07/05,55,396
393,08/07/05,60,394
142,07/07/05,20,396
114,06/07/05,38,398
2923,05/07/05,50,385
2371,04/07/05,39,378
2259,03/07/05,21,406
3555,02/07/05,24,404
3608,01/07/05,48,428
3058,30/06/05,16,430
3220,29/06/05,37,432
1106,28/06/05,-16,451
884,27/06/05,7,432
872,26/06/05,3,460
1993,25/06/05,-25,431
2154,24/06/05,28,433
1506,23/06/05,20,442
1796,22/06/05,17,447
1715,21/06/05,7,447
1470,20/06/05,6,471
2070,19/06/05,21,471
1932,18/06/05,10,467
983,17/06/05,19,458
785,16/06/05,28,447
865,15/06/05,13,444
1144,14/06/05,13,445
1200,13/06/05,-12,445
3002,12/06/05,-14,464
3090,11/06/05,5,456
3613,10/06/05,-7,450
3559,09/06/05,1,438
2546,08/06/05,-15,431
2334,07/06/05,-26,451
2827,06/06/05,-45,452
2648,05/06/05,-18,452
110,04/06/05,-19,505
194,03/06/05,0,452
230,02/06/05,2,448
198,01/06/05,6,440
7194,31/05/05,-10,450
7351,30/05/05,-60,452
7815,29/05/05,-58,456
7489,28/05/05,-41,445
6949,27/05/05,-29,437
7827,26/05/05,-56,450
4495,25/05/05,-54,447
5008,24/05/05,-54,443
4002,23/05/05,-55,454
4390,22/05/05,-64,454
4162,21/05/05,-41,453
6032,20/05/05,-69,453
6535,19/05/05,-50,444
5576,18/05/05,-47,442
5398,17/05/05,-80,450
5626,16/05/05,-57,450
5610,15/05/05,-88,465
6363,14/05/05,-43,434
6115,13/05/05,-27,444
4186,12/05/05,-42,430
4085,11/05/05,-14,418
4527,10/05/05,-65,419
7824,09/05/05,-55,418
7193,08/05/05,-50,433
7060,07/05/05,-35,408
7986,06/05/05,-51,408
6962,05/05/05,-88,383
7184,04/05/05,-55,383
4564,03/05/05,-22,389
4110,02/05/05,-79,398
5596,01/05/05,-57,410
5639,30/04/05,-74,403
5304,29/04/05,-89,404
5510,28/04/05,-53,425
4318,27/04/05,-83,425
3846,26/04/05,-64,411
4567,25/04/05,-92,415
7810,24/04/05,-98,433
6779,23/04/05,-113,418
6898,22/04/05,-83,424
7917,21/04/05,-101,425
139,20/04/05,-154,415
307,19/04/05,-157,418
2922,18/04/05,-138,404
2270,17/04/05,-108,426
2475,16/04/05,-115,418
3629,15/04/05,-129,415
1210,14/04/05,-161,404
1378,13/04/05,-169,380
760,12/04/05,-160,368
955,11/04/05,-119,368
1635,10/04/05,-122,367
1826,09/04/05,-112,378
1693,08/04/05,-63,418
1488,07/04/05,-72,418
1926,06/04/05,-107,418
942,05/04/05,-134,411
863,04/04/05,-145,403
1105,03/04/05,-134,420
3242,02/04/05,-189,378
2993,01/04/05,-182,359
3432,31/03/05,-171,382
3523,30/03/05,-129,402
2315,29/03/05,-150,396
2804,28/03/05,-138,389
615,27/03/05,-152,400
328,26/03/05,-144,384
154,25/03/05,-121,370
433,24/03/05,-142,365
7119,23/03/05,-127,356
6746,22/03/05,-154,388
7233,21/03/05,-106,388
8223,20/03/05,-84,399
4511,19/03/05,-112,380
5134,18/03/05,-132,380
4140,17/03/05,-114,380
4190,16/03/05,-148,380
6129,15/03/05,-96,376
5506,14/03/05,-174,415
5263,13/03/05,-201,370
5629,12/03/05,-192,360
5313,11/03/05,-199,340
6664,10/03/05,-197,334
4319,09/03/05,-140,324
4869,08/03/05,-169,345
4688,07/03/05,-151,355
7138,06/03/05,-184,368
6914,05/03/05,-187,356
7584,04/03/05,-243,351
7487,03/03/05,-230,344
7257,02/03/05,-199,195
7018,01/03/05,-145,335
6829,28/02/05,-200,371
4764,27/02/05,-189,373
4666,26/02/05,-186,325
4981,25/02/05,-152,325
3771,24/02/05,-214,310
4223,23/02/05,-198,295
6060,22/02/05,-233,275
6567,21/02/05,-207,268
5541,20/02/05,-218,350
5336,19/02/05,-264,335
5799,18/02/05,-251,305
5831,17/02/05,-204,302
5427,16/02/05,-183,300
5478,15/02/05,-173,313
6585,14/02/05,-179,330
6127,13/02/05,-200,346
4278,12/02/05,-176,331
4249,11/02/05,-229,313
3888,10/02/05,-216,318
3999,09/02/05,-243,310
4892,08/02/05,-155,292
4620,07/02/05,-235,287
4528,06/02/05,-235,311
4713,05/02/05,-240,295
7035,04/02/05,-208,271
6822,03/02/05,-220,270
7337,02/02/05,-213,265
8045,01/02/05,-219,260
6807,31/01/05,-237,265
6857,30/01/05,-266,262
7868,29/01/05,-247,235
168,28/01/05,-237,250
540,27/01/05,-244,284
10,26/01/05,-245,240
408,25/01/05,-209,235
265,24/01/05,-213,282
2640,23/01/05,-201,266
2657,22/01/05,-238,275
2840,21/01/05,-258,245
2261,20/01/05,-285,268
2561,19/01/05,-228,238
2498,18/01/05,-218,250
3538,17/01/05,-215,288
3679,16/01/05,-216,288
3116,15/01/05,-238,270
3063,14/01/05,-248,260
3354,13/01/05,-264,285
1176,12/01/05,-239,275
1091,11/01/05,-240,250
1278,10/01/05,-235,271
867,09/01/05,-285,292
806,08/01/05,-224,274
920,07/01/05,-231,275
1975,06/01/05,-174,270
1912,05/01/05,-213,245
2110,04/01/05,-194,249
1515,03/01/05,-205,277
1784,02/01/05,-199,266
1680,01/01/05,-205,268
